nom,date,temps,rate,vote,resume,cover
Une histoire vraie,1999,1h 52m,8.0,103.0,Un vieil homme fait un long voyage en tondeuse à gazon pour améliorer son rapport avec son frère malade.,"https://m.media-amazon.com/images/M/MV5BZjdjNWZhY2UtMDRiYS00M2NhLThiZmQtYTA0MzI4ZWIyYzY4XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Butch Cassidy et le Kid,1969,1h 50m,8.0,232.0,"Wyoming, au début du XXe siècle. Butch Cassidy et le Kid sont les leaders d'une bande de hors-la-loi. Après qu'un pillage de train tourne mal, ils se retrouvent en cavale avec une véritable armée à leur trousse. Leur unique solution? fuir en Bolivie.","https://m.media-amazon.com/images/M/MV5BYzQ2YzQxNDgtYTk3Mi00MmQxLWE1N2EtN2M4NjE3YTI2ZjcwXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Vacances romaines,1953,1h 58m,8.0,152.0,Une princesse qui s'ennuie échappe à ses gardiens et tombe amoureuse d'un journaliste américain à Rome.,"https://m.media-amazon.com/images/M/MV5BMTQ4MTM0NDUyMF5BMl5BanBnXkFtZTgwMTkzNDE3MjE@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Luke la main froide,1967,2h 7m,8.0,194.0,"Un homme est condamné à deux ans de prison, forcé à travailler dans le ""chain gangs"" à la construction de routes. Il refuse de se conformer, attirant l'admiration de ses camarades et le courroux des gardiens.","https://m.media-amazon.com/images/M/MV5BODk4MzFjODEtZjhiNi00MTEwLTg5ZDctMWU4NjQyYjc4NWYzXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
Fitzcarraldo,1982,2h 38m,8.0,41.0,"Brian Sweeney Fitzgerald, dit Fitzcarraldo, a un rêve : construire un opéra au beau milieu de l'Amazonie. Pour financer son projet, il répare un bateau à vapeur afin de récolter le caoutchouc d'une zone reculée de la forêt.","https://m.media-amazon.com/images/M/MV5BYzJjNTRkNjUtZGE4MC00YmRlLWI0ODYtMzJjNGZkYWMzNTJhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Le Château dans le ciel,1986,2h 4m,8.0,190.0,Un jeune garçon et une fillette au cristal magique doivent se battre contre des pirates et des agents étrangers en quête d'un légendaire château volant.,"https://m.media-amazon.com/images/M/MV5BOGVhZGYwNzEtYjRhYy00OTczLTlkYTYtMTZiZDUxMGQxNmU4XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
8½,1963,2h 18m,8.0,129.0,Un cinéaste dépressif fuit le monde du cinéma et se réfugie dans un univers peuplé de fantasmes.,"https://m.media-amazon.com/images/M/MV5BMTQ1NDc1NjA0MF5BMl5BanBnXkFtZTgwMDc0MTM1MjE@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Rio Bravo,1959,2h 21m,8.0,71.0,"Un shérif arrête le frère de l'homme le plus puissant de la région. Il n'a pour alliés qu'un adjoint ivrogne, un vieillard boiteux, un gamin, une joueuse de poker et un hôtelier mexicain, et contre lui une armée de tueurs.","https://m.media-amazon.com/images/M/MV5BYmRiNWY3ZDQtZTJkNi00NjlkLWI3NTQtZDEzZTE0YmNhYTk2XkEyXkFqcGc@._V1_QL75_UX140_CR0,5,140,207_.jpg"
Gandhi,1982,3h 11m,8.0,244.0,"Le philosophie de non-violence qui animait Gandhi est expliquée. Grâce à sa patience, il fut capable de chasser les Britanniques du sous-continent indien.","https://m.media-amazon.com/images/M/MV5BNTg3ODhlZTEtM2Q3MC00YzMxLWJjN2YtOWUyMDIyYTlhYzM3XkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
Festen,1998,1h 41m,8.0,97.0,"Lors du soixantième anniversaire d'Helge, des secrets de famille désagréables sont révélés.","https://m.media-amazon.com/images/M/MV5BMTIwMTc0ODg0NF5BMl5BanBnXkFtZTYwMTU3NTI5._V1_QL75_UY207_CR2,0,140,207_.jpg"
Persona,1966,1h 24m,8.0,136.0,Une actrice muette est confiée à une infirmière qui constate que leurs personnalités se confondent.,"https://m.media-amazon.com/images/M/MV5BYTRhNzkzMDktZDNlNi00MDIwLWFiNjAtNTlmYjZjYWZlMTEzXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
La nuit du chasseur,1955,1h 32m,8.0,102.0,Un fanatique religieux épouse une veuve crédule dont les jeunes enfants hésitent à lui dire où leur vrai père a caché dix mille dollars qu'il avait volés lors d'un braquage.,"https://m.media-amazon.com/images/M/MV5BM2FhODNiZWQtMjNhNC00NThkLWFjZmUtYTQ2ZTg0MzBiN2QwXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg"
Pink Floyd: The Wall,1982,1h 35m,8.0,88.0,"Un rockeur renfermé sur lui-même et tourmenté plonge dans la folie alors qu'il s'isole de tous, physiquement et socialement.","https://m.media-amazon.com/images/M/MV5BNzMxZGFhMTUtZGJjYS00Njc4LTk1NTktZmYzNjI0MzQxZDU3XkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg"
Mommy,2014,2h 19m,8.0,64.0,Une veuve élevant seule son fils violent retrouve l'espérance lorsque sa voisine mystérieuse s'immisce dans son foyer.,"https://m.media-amazon.com/images/M/MV5BZjRhZWI2YTYtY2IyOS00NWIyLTkxZTYtOThjNTgyZWVhYTcyXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg"
Ip Man,2008,1h 46m,8.0,238.0,"Lors de l'invasion japonaise de 1937, lorsqu'un riche praticien d'arts martiaux est obligé de quitter sa maison et de travailler pour faire vivre sa famille, il accepte avec réticence de former d'autres personnes au Wing Chun, un art d'auto-défense.","https://m.media-amazon.com/images/M/MV5BZmJjZDE0MmYtNzgwYy00NTg2LWE0NDYtNzA0YTA4MjA0NmYxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Autopsie d'un meurtre,1959,2h 41m,8.0,75.0,"Jugé pour meurtre, Frederick Manion avoue avoir souffert de folie passagère après que la victime ait violé sa femme.","https://m.media-amazon.com/images/M/MV5BMjAwNzk1MTE3OV5BMl5BanBnXkFtZTgwMTczMzIxMDE@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Central do Brasil,1998,1h 50m,8.0,48.0,"L'aventure émotionnelle d'une ancienne institutrice, qui écrit des lettres pour les analphabètes et d'un jeune garçon dont la mère vient de mourir, dans leur quête pour retrouver son père, qu'il n'a jamais connu.","https://m.media-amazon.com/images/M/MV5BOGFiNWMzZTUtNDI5OS00MjFlLThkNzctYjg2OGJlM2U1NjIyXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
De l'ombre à la lumière,2005,2h 24m,8.0,204.0,"L'histoire de James Braddock, un boxeur soi-disant en fin de carrière, qui est remonté sur le ring pour devenir un champion dans les années 1930.","https://m.media-amazon.com/images/M/MV5BNzVjYzdiZjMtMTdlYi00YTJiLWE3MDYtNGYxODQ0NzliYzk2XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Troupe d'élite,2007,1h 55m,8.0,115.0,"En 1997, à Rio de Janeiro, le capitaine Nascimento doit trouver un remplaçant à son poste tout en essayant de faire tomber les trafiquants de drogue et les criminels avant la visite du pape.","https://m.media-amazon.com/images/M/MV5BOGI4NDJmMzgtYzUyZC00YzM2LThlNWQtNjUwZjhlNzMxZTY4XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Secrets et Mensonges,1996,2h 16m,8.0,49.0,"Une femme noire ayant réussi découvre que sa mère biologique est une femme blanche d'un milieu défavorisé, mais celle-ci le nie. Alors que les émotions sont exacerbées, les secrets de chacun sont révélés.","https://m.media-amazon.com/images/M/MV5BMTU5ZWJkN2MtNGQ1Yy00YjIwLWE1ODAtNTMxNGM5NmY2YTJmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
La dolce vita,1960,2h 54m,8.0,82.0,Une série d'histoires au fil d'une semaine dans la vie d'un paparazzi coureur de jupons vivant à Rome.,"https://m.media-amazon.com/images/M/MV5BMzRmNDM5Y2QtODQ5Yi00MjM4LWIyZTMtMzlkNmIwYjAxZTVlXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Andreï Roublev,1966,3h 9m,8.0,59.0,La vie et les afflictions de l'iconographe russe du XVe siècle Saint Andrei Roublev.,"https://m.media-amazon.com/images/M/MV5BODU5MzkzOGQtZTA2MS00ZDAyLWFkY2QtYjJhNmZhZDdhMzM0XkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
Qui a peur de Virginia Woolf?,1966,2h 11m,8.0,82.0,"Un couple amer et vieillissant, l'alcool aidant, se sert d'un jeune couple pour alimenter l'angoisse et la douleur émotionnelle qu'ils ressentent l'un envers l'autre.","https://m.media-amazon.com/images/M/MV5BOGY5YWJlMjUtNWI4Zi00NTExLWIwMDUtNGJkOTM0MzliNjE4XkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg"
Le peuple loup,2020,1h 43m,8.0,42.0,Une jeune apprentie chasseuse et son père se rendent en Irlande pour tuer les derniers loups. Mais tout change lorsqu'elle se lie d'amitié avec une fille à l'esprit libre d'une mystérieuse tribu qui se transformerait en loup la nuit.,"https://m.media-amazon.com/images/M/MV5BNGM4ZWY0OWUtOTFiMC00NTQyLWI2YjQtYjk5Mjk2YWVlMzFlXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le Cabinet du docteur Caligari,1920,1h 18m,8.0,73.0,"L'hypnotiseur Dr Caligari utilise un somnambule, Cesare, pour commettre des meurtres.","https://m.media-amazon.com/images/M/MV5BZmI5MmM4MDQtOWU3ZS00N2ZjLWIxZDAtMDkzMGE4YzFhNTg5XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Infernal Affairs,2002,1h 41m,8.0,134.0,Une histoire entre une taupe dans la police et un flic infiltré. Leurs objectifs sont identiques : découvrir qui est la taupe et qui est le flic.,"https://m.media-amazon.com/images/M/MV5BOGEzYTFjMTgtOGM2MC00MTFlLTlkZTYtM2U4NDIyNmNiMDNmXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Une femme sous influence,1974,2h 35m,8.0,31.0,"Mabel, épouse et mère de famille, est aimée par son mari Nick, mais sa maladie mentale se révèle être un problème dans leur mariage.","https://m.media-amazon.com/images/M/MV5BNjliOTM2M2YtNTUyMS00NjRjLTkxOTEtODk4NmQ5ODdkYTc4XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Nobody knows,2004,2h 21m,8.0,33.0,"Dans un petit appartement de Tokyo, Akira, douze ans, doit s'occuper de ses jeunes frères et soeurs après que leur mère les laisse et ne semble pas revenir.","https://m.media-amazon.com/images/M/MV5BOWQyMzU2ZWEtNjUyZS00NmFjLTkxODEtMGY0NGM5NGM0MzkzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
La légende du pianiste sur l'océan,1998,2h 49m,8.0,71.0,"Un bébé, découvert en 1900 sur un paquebot, devient un prodige de la musique, tout en ne posant jamais pied à terre.","https://m.media-amazon.com/images/M/MV5BNDg0ZTU4YTItZTI3My00ODNjLTllMTYtMzI3ZWNjYjU1NGM1XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le conte de la princesse Kaguya,2013,2h 17m,8.0,58.0,"Après avoir été trouvée à l'intérieur d'une tige brillante de bambou par un vieux coupeur de bambou et sa femme, une fille minuscule grandit rapidement pour devenir une jeune femme exquise. La mystérieuse jeune princesse fascine tous ceux qui la croisent, mais elle doit finalement affronter son destin, la punition pour son crime.","https://m.media-amazon.com/images/M/MV5BZTU4ZjhjZWQtZTZlZi00MGQzLWI3NzEtZWQ1MTJhMzlkNzJjXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Le chant de la mer,2014,1h 33m,8.0,65.0,"Ben, un petit garçon irlandais et sa petite soeur Saoirse, une fillette capable de se transformer en phoque, se lancent dans une aventure pour libérer les fées et sauver le monde des esprits.","https://m.media-amazon.com/images/M/MV5BYTJkMmE4YjItYjY1YS00MWQzLTlmYzMtYjRmYTBjYzRjZDFkXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"Printemps, été, automne, hiver... et printemps",2003,1h 43m,8.0,89.0,Un garçon est élevé par un moine bouddhiste sur un temple flottant isolé où les années passent comme les saisons.,"https://m.media-amazon.com/images/M/MV5BMTI0ODMwOTIxOV5BMl5BanBnXkFtZTcwMzE2NDUyMQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Le Samouraï,1967,1h 45m,8.0,62.0,"Jef Costello, un tueur à gages, est aperçu sur une scène de crime. Principal suspect, il est cependant relâché grâce à un solide alibi. Tous ses faits et gestes sont maintenant épiés par la police alors que sa vie est désormais en danger.","https://m.media-amazon.com/images/M/MV5BNjdlZTllYzctZThmZC00MzcxLWI0MTktNDVlOTIwNzU5Yzg1XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
Underground,1995,2h 50m,8.0,63.0,"Un groupe de socialistes serbes se prépare à la guerre dans une cave surréaliste qui allient fêtes, tragédies, amour et haine.","https://m.media-amazon.com/images/M/MV5BZGI3MGFhMTgtMDJjOC00ODU1LTlhMTQtZmYyZDQ3YWQxYjc5XkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg"
La griffe du passé,1947,1h 37m,8.0,42.0,"Un détectif échappe à son passé pour diriger une station-service dans une petite ville, mais son passé le rattrape. Il doit désormais retourner dans la grande ville, dans un monde de dangers, de corruption, de trahison et de dames trompeuses.","https://m.media-amazon.com/images/M/MV5BOWM3MjAzN2MtOTE0OS00ZTIxLWFkZTAtZTVmNmMyNGZjNDA4XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Les Quatre Cents Coups,1959,1h 39m,8.0,131.0,Un jeune garçon laissé sans surveillance plonge dans une vie de petite délinquance.,"https://m.media-amazon.com/images/M/MV5BOTU3YTM0YzQtMmFlOS00OTIxLWFmZjctMDJkOGQxNTVhODM3XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le scaphandre et le papillon,2007,1h 52m,8.0,112.0,"L'histoire vraie de Jean-Dominique Bauby, rédacteur en chef du magazine Elle, victime d'un accident vasculaire cérébral et forcé de vivre avec un corps presque totalement paralysé ; seul son oeil gauche est resté en activité.","https://m.media-amazon.com/images/M/MV5BM2U3ODBlNjctNmJiMS00Zjg2LTg4MjItOGFlOTQyY2Q0ZDBhXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Point limite,1964,1h 52m,8.0,26.0,Une défaillance technique envoie des avions américains à Moscou pour lancer une attaque nucléaire. Une guerre totale peut-elle être évitée?,"https://m.media-amazon.com/images/M/MV5BMDFhNjQ3NjUtMDUwZS00ZjkzLTljYjMtYmMzNzZiYTc1NDdmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Une question de vie ou de mort,1946,1h 44m,8.0,27.0,Un aviateur britannique en temps de guerre qui se joue de la mort doit plaider pour sa vie devant une cour céleste.,"https://m.media-amazon.com/images/M/MV5BNmQ4MjgyY2MtMDAwYS00Njk3LTliMTAtNTgwYmFkYmIwMWEzXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
La forteresse cachée,1958,2h 19m,8.0,44.0,"Au XVIè siècle au Japon, deux paysans veulent franchir la ligne de front d'une guerre. Ils rencontrent un mystérieux soldat et une femme qui se cache dans un lieu secret dont les collines forment comme une forteresse.","https://m.media-amazon.com/images/M/MV5BMDhlNWZiNzgtMmZiOS00MDc0LThiZTUtMjIzZTY3N2I2YTQzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Brève rencontre,1945,1h 26m,8.0,46.0,"Quand elle rencontre un bel inconnu dans une gare, une femme est tentée de tromper son mari.","https://m.media-amazon.com/images/M/MV5BYWViMGRhMTEtN2FlOC00MDVkLTllYmMtNDQyNDgzZmE0YzIxXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
La légende de Baahubali: 1ère partie,2015,2h 39m,8.0,144.0,"Dans l'Inde ancienne, un aventurier audacieux se retrouve impliqué dans une querelle vieille de plusieurs décennies opposant deux peuples en guerre.","https://m.media-amazon.com/images/M/MV5BMTY4MGNkYjEtZTY1Zi00ZTE4LThmMjMtMWQ0MWMwNThmN2UzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Persepolis,2007,1h 36m,8.0,103.0,"Marjane est une drôle de gamine de Téhéran qui se verrait bien devenir prophète, Oh et puis non : révolutionnaire ! Animée par les belles valeurs d'une grand-mère au langage vert, la fillette fait sa mue - d'ado joliment rebelle, en figure de Femme Libre.","https://m.media-amazon.com/images/M/MV5BNzk3NTI2NGUtNmM1Yy00YTRmLWE2YTItZTYyNGM0ZjdjOTliXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Le Grand Chantage,1957,1h 36m,8.0,38.0,"Le chroniqueur puissant, mais contraire à l'éthique de Broadway J.J. Hunsecker contraint l'agent de presse sans scrupules Sidney Falco à rompre la romance de sa soeur avec un musicien de jazz.","https://m.media-amazon.com/images/M/MV5BZWY3NmM5MTMtODczZS00NmE5LTljOGEtNjFmYzVlZThmNDZmXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
Le Château de l'araignée,1957,1h 50m,8.0,58.0,"Un général endurci par la guerre, poussé par son épouse ambitieuse, travaille pour accomplir une prophétie selon laquelle il deviendrait le seigneur du château de la toile d'araignée.","https://m.media-amazon.com/images/M/MV5BZDY0MWZkNjgtNzhjNi00OWJhLWEwYmQtMTAyZDE1OTU5YWZlXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Mar adentro,2004,2h 6m,8.0,87.0,"L'histoire véridique de l'Espagnol Ramon Sampedro, qui a mené pendant trente ans une campagne en faveur de l'euthanasie et de son propre droit à la mort.","https://m.media-amazon.com/images/M/MV5BOTMxNTVlN2QtYTk1Mi00YTk3LWIzZTQtZjY4ZjdjNWUzNTIyXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Au revoir les enfants,1987,1h 44m,8.0,37.0,"Un internat français dirigé par des prêtres semble être épargné par la Seconde Guerre mondiale... jusqu'à l'arrivée d'un nouvel élève. Il devient le voisin de dortoir du premier de la classe. Rivaux au début, ils finissent par se lier d'amitié et partager un secret.","https://m.media-amazon.com/images/M/MV5BZGM0YmEwYjYtMWI3Yy00YTg2LWIxOWEtYTJjMzhhMWFhZmU2XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
L'enfance d'Ivan,1962,1h 35m,8.0,42.0,"Lors de la Seconde Guerre mondiale, Ivan Bondarev, un orphelin de douze ans, travaille pour l'armée soviétique comme éclaireur derrière les lignes allemandes et se lie d'amitié avec trois officiers soviétiques bienveillants.","https://m.media-amazon.com/images/M/MV5BZWZiYjlhNGYtN2M5ZS00NmYwLWIxNGEtYTVjYmJjMTRmZjhjXkEyXkFqcGc@._V1_QL75_UY207_CR15,0,140,207_.jpg"
Sanjuro,1962,1h 36m,8.0,43.0,"Un samouraï rusé aide un jeune homme et ses camarades de clan à sauver son oncle, piégé et emprisonné par un surintendant corrompu.","https://m.media-amazon.com/images/M/MV5BMTMxODU0ODU2MF5BMl5BanBnXkFtZTcwMzg3MTQyMQ@@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Troupe d'élite - L'ennemi intérieur,2010,1h 55m,8.0,89.0,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.","https://m.media-amazon.com/images/M/MV5BMjEzMzMxOTUyNV5BMl5BanBnXkFtZTcwNjI3MDc5Ng@@._V1_QL75_UY207_CR0,0,140,207_.jpg"
Departures,2008,2h 10m,8.0,56.0,Un violoncelliste nouvellement au chômage accepte un emploi où il prépare les morts en vue des funérailles.,"https://m.media-amazon.com/images/M/MV5BMTUzOTcwOTA2NV5BMl5BanBnXkFtZTcwNDczMzczMg@@._V1_QL75_UY207_CR1,0,140,207_.jpg"
La Voix d'Aida,2020,1h 41m,8.0,40.0,"Aida est traductrice pour l'ONU dans la petite ville de Srebrenica. Lorsque l'armée serbe prend le contrôle de la ville, sa famille fait partie des milliers de citoyens à la recherche d'un abri dans le camp de l'ONU.","https://m.media-amazon.com/images/M/MV5BN2IwODBmMmUtZjMxZC00NzNjLWI5MzktMDg5MzBkOWZkNjhkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Dil Chahta Hai,2001,3h 3m,8.0,78.0,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.","https://m.media-amazon.com/images/M/MV5BYjY4NzgzNTQtZDhiNi00ZGJiLWIzMWQtNDg3YzkyNTdkZjAyXkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg"
La strada,1954,1h 48m,8.0,68.0,Une jeune fille insouciante est vendue à un forain et devient victime de souffrances physiques et émotionnelles au cours de leur périple.,"https://m.media-amazon.com/images/M/MV5BNmE1NjNhZjUtMzE5OS00MzU2LTk0YmItZDg2NjRkNWJiM2I2XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Winter Sleep,2014,3h 16m,8.0,57.0,Un propriétaire d'hôtel dans un village turc reculé est confronté à des conflits familiaux et à un locataire qui ne paye plus son loyer.,"https://m.media-amazon.com/images/M/MV5BYWFjZDQ3NjktYzk5Mi00MzJkLTg4NzItZTY1NWQ4ZTViY2VkXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Rendez-vous,1940,1h 39m,8.0,41.0,Les deux employés d'une boutique de cadeaux qui ne se supportent pas tombent sans s'en rendre compte amoureux en tant que correspondants anonymes.,"https://m.media-amazon.com/images/M/MV5BMGU3Y2RmMTAtY2EzNC00MjUzLWIyMDUtZWJmYTE2MTU5ZDY5XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
La Source,1960,1h 29m,8.0,33.0,"Une jeune fille innocente mais gâtée et sa servante jalouse et enceinte vont livrer des bougies à l'église, mais une seule des deux revient des événements qui se sont déroulés dans les bois en cours de route.","https://m.media-amazon.com/images/M/MV5BN2JjNTFlNWItODk4OC00MDBiLTg4NDgtZDA3ZWQwMWNjZTUzXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg"
Dilwale Dulhania Le Jayenge,1995,3h 9m,8.0,80.0,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.","https://m.media-amazon.com/images/M/MV5BMDQyMDI4ZGMtYjI5MS00YTk1LTk3ZDgtZTA3MzQ5YWQ4Y2Q4XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le poirier sauvage,2018,3h 8m,8.0,29.0,"Un écrivain en herbe retourne dans son village natal, où les dettes de son père finissent par le rattraper.","https://m.media-amazon.com/images/M/MV5BMjQwODlhNzktMWM4NC00ZmI5LTlmMDItYzJmYzU5YTYyYTIzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Haider,2014,2h 40m,8.0,59.0,"Un jeune homme retourne au Cachemire après la disparition de son père pour affronter son oncle, qu'il soupçonne d'avoir joué un rôle dans le sort de son père.","https://m.media-amazon.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_QL75_UY207_CR2,0,140,207_.jpg"
L'Ange exterminateur,1962,1h 35m,8.0,37.0,"Les invités d'une réception mondaine se retrouvent dans l'incapacité de sortir de la pièce où ils se sont rassemblés. Cet étrange phénomène fait alors naître des tensions, au fur et à mesure que le temps s'écoule.","https://m.media-amazon.com/images/M/MV5BZTk0YjNmMjEtMjZjOC00MDNhLTg2NzUtMmFlYzY0YWJkMzA2XkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
Noblesse oblige,1949,1h 46m,8.0,41.0,Un parent pauvre et éloigné du duc d'Ascoyne complote pour hériter du titre en assassinant les huit autres héritiers qui le précèdent dans la ligne de succession.,"https://m.media-amazon.com/images/M/MV5BZmYyZWEzNmEtMDAyMy00ZGU3LWFhNjktOTk2NjJmNWZiNzI0XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
Pink,2016,2h 16m,8.0,50.0,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.","https://m.media-amazon.com/images/M/MV5BZGY0NWI0NmQtMjhiYi00ZjM4LWJhNjMtOGRkOTc0ZjI5M2ZiXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
"Chat noir, chat blanc",1998,2h 7m,8.0,58.0,Un petit malfrat est dépassé par les événements lorsqu'il tente de payer ses dettes en mariant son fils à la soeur d'un gangster gênant.,"https://m.media-amazon.com/images/M/MV5BZjdmNzIwYzEtMGZhNi00OTVmLWJmZGItOTNlZTkzZDA1OWY0XkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg"
"Rome, ville ouverte",1945,1h 43m,8.0,32.0,"Pendant l'occupation nazie de Rome en 1944, le chef de la résistance, Giorgio Manfredi, est poursuivi par les nazis alors qu'il cherche refuge et un moyen de s'échapper.","https://m.media-amazon.com/images/M/MV5BMzg4MzFhZDQtMmJhMi00YzMzLWFmNjgtZTY3NzFhOTI1NzJlXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg"
Viridiana,1961,1h 31m,8.0,27.0,"Viridiana, a young nun about to take her final vows, pays a visit to her widowed uncle at the request of her Mother Superior.","https://m.media-amazon.com/images/M/MV5BYzliYzQ2NjEtNjM2My00ZTgyLWE3MDctOTYyZTg3NjJlYTlkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Frères de sang,2004,2h 20m,8.0,42.0,"Lorsque deux frères sont contraints de se battre pendant la guerre de Corée, l'aîné décide de mener les missions les plus périlleuses si cela peut permettre de protéger le cadet du conflit.","https://m.media-amazon.com/images/M/MV5BNjUzNTVlYzQtOGYxMy00NmExLTgzYTQtOGEyM2YyM2YzYjJkXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
G.O.R.A.,2004,2h 7m,8.0,69.0,Un jeune Turc rusé est kidnappé par des extraterrestres. Il démontre alors son grand « esprit humanitaire » en déjouant les plans du malveillant commandant en chef de la planète GORA.,"https://m.media-amazon.com/images/M/MV5BMjE0MTY2MDI3NV5BMl5BanBnXkFtZTcwNTc1MzEzMQ@@._V1_QL75_UY207_CR5,0,140,207_.jpg"
Andaz Apna Apna,1994,2h 40m,8.0,56.0,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,"https://m.media-amazon.com/images/M/MV5BZjdiNGRmY2UtMjhkNy00OGQyLWIxNWQtMTJhMWM5YTNiMzVhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Sirf Ek Bandaa Kaafi Hai,2023,2h 12m,8.0,30.0,A common man with honesty and integrity can take on the system when he has truth on his side.,"https://m.media-amazon.com/images/M/MV5BYzMzMTY2NDktYjJkNC00MzQ3LWJlZWYtNzRiYzc1NTJkYTI1XkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg"
