nom,date,temps,rate,vote,resume,cover,genre,director,imdb_id
La Belle et la Bête,1946,1h 36m,7.9,29,"Pris dans une tempête, le père de Belle trouve refuge au château de la Bête, mais, le moment du départ venu, il cueille une rose pour sa fille. Courroucé, son hôte lui laisse la vie sauve à la condition que Belle devienne sa captive.","https://m.media-amazon.com/images/M/MV5BZWJjZDNjMTMtYzJlYy00MDFhLWE0ZWQtYmNkYTQ0NmQzNDU4XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Fantasy,Denis Villeneuve,tt1000501
À propos d'Elly,2009,1h 59m,7.9,59,"Après la mystérieuse disparition d'une institutrice de maternelle lors d'un pique-nique dans le nord de l'Iran, ses compagnons de voyage connaissent une série de mésaventures.","https://m.media-amazon.com/images/M/MV5BMTQ0MzQxODQ0MV5BMl5BanBnXkFtZTgwNTQ0NzY4NDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",Horror,James Cameron,tt1000502
Le retour,2003,1h 50m,7.9,48,"Dans le désert russe, deux frères font face à un spectre d'émotions nouvelles et conflictuelles lorsque leur père, un homme qu'ils ne connaissent qu'à travers une photographie, refait surface.","https://m.media-amazon.com/images/M/MV5BNWIyYzJmODItMzYzNi00NjIxLWE5YTktMGVmMjU5ZGI4MjI0XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,Steven Spielberg,tt1000503
Le Miracle sur la 34ème rue,1947,1h 36m,7.9,58,"Quand un vieil homme sympathique dit être le père Noël et se retrouve interné et traité de fou, un jeune avocat décide de le défendre.","https://m.media-amazon.com/images/M/MV5BNzZiYWE3MGMtNjMzYS00NWQxLTgyMTktNTg0ZTY5ZDZkZDU0XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Comedy,James Cameron,tt1000504
Ascenseur pour l'échafaud,1958,1h 31m,7.9,30,"Un homme d'affaires sûr de lui assassine son employeur, le mari de sa maîtresse, et déclenche involontairement une chaîne d'événements malheureux.","https://m.media-amazon.com/images/M/MV5BYzk0MzBhZjktMzhmYy00NzIwLTg1MTYtNTcxMDgzOWVkMWRjXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Sci-Fi,Steven Spielberg,tt1000505
"4 mois, 3 semaines, 2 jours",2007,1h 53m,7.9,65,Une femme aide son amie à organiser un avortement illégal dans les années 1980 en Roumanie.,"https://m.media-amazon.com/images/M/MV5BZjViNTliODAtMWIwNS00ZGJmLThhYjEtNTRjZmM1NzUyMmFiXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Horror,Quentin Tarantino,tt1000506
Les neuf reines,2000,1h 54m,7.9,59,Deux escrocs tentent de duper un collectionneur de timbres en lui vendant une feuille de timbres rares falsifiée (les « neuf reines »).,"https://m.media-amazon.com/images/M/MV5BMjQ5YTY1YWUtODU5OS00ZjExLTk0ZWEtOWM0Mjg4MTA1NWVjXkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg",Drama,Christopher Nolan,tt1000507
Evangelion: 2.0 You Can (Not) Advance,2009,1h 52m,7.9,27,"Sous l'attaque constante des Anges, la NERV présente deux nouveaux pilotes : le mystérieux Makinami Mari Illustrous et l'intense Asuka Langley Shikinami.","https://m.media-amazon.com/images/M/MV5BODk2YzFlYWQtYjVlNS00MzI3LTk3NjMtYmY0OTNhMWQwZTE3XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Horror,Jordan Peele,tt1000508
Les voyages de Sullivan,1941,1h 30m,7.9,30,"Un réalisateur de comédies prend la route, vêtu comme un vagabond pour découvrir la vie, ce qui lui offre un réveil brutal.","https://m.media-amazon.com/images/M/MV5BOWFlMmJiODctNTU5Ni00Y2NlLTg0MTctZDljODgxYzdjYjk4XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Horror,Martin Scorsese,tt1000509
La règle du jeu,1939,1h 50m,7.9,32,"La vie huppée en France au tout début de la Seconde Guerre mondiale, alors que nobles et domestiques se réunissent dans un château français.","https://m.media-amazon.com/images/M/MV5BMTc0ODM3NzgyM15BMl5BanBnXkFtZTgwNTk1MDM5MTE@._V1_QL75_UY207_CR4,0,140,207_.jpg",Action,Jordan Peele,tt1000510
À travers le miroir,1961,1h 30m,7.9,28,"Sortie récemment d'un hôpital psychiatrique, Karin retrouve sa famille affectivement déconnectée et leur maison sur une île, uniquement pour perdre pied avec la réalité en commençant à croire que Dieu se manifeste à elle.","https://m.media-amazon.com/images/M/MV5BMThmYzA0MjEtOTU1Yi00YTk4LThlNjEtN2MwZThiOGIxNWViXkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg",Romance,Jordan Peele,tt1000511
My Name Is Khan,2010,2h 45m,7.9,119,Un Indien musulman atteint du syndrome d'Asperger relève le défi de parler sérieusement au président des États-Unis et entreprend un voyage à travers le pays.,"https://m.media-amazon.com/images/M/MV5BMTUyMTA4NDYzMV5BMl5BanBnXkFtZTcwMjk5MzcxMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",Thriller,Steven Spielberg,tt1000512
New York masala,2003,3h 6m,7.9,78,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.","https://m.media-amazon.com/images/M/MV5BZTczMDQ0N2EtMTY4NS00ODJhLTk4MzQtOGJmZGRmY2M4MWQwXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Comedy,Denis Villeneuve,tt1000513
Gully Boy,2019,2h 34m,7.9,45,Une histoire de passage à l'âge adulte basée sur la vie de rappeurs de rue à Mumbai.,"https://m.media-amazon.com/images/M/MV5BOWFkY2M3NDctZGEzMS00M2VmLTgzMTAtZWFiNjVmZDc5NWFjXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg",Horror,Patty Jenkins,tt1000514
Super 30,2019,2h 34m,7.9,39,"Inspiré de la vie du mathématicien Anand Kumar basé à Patna, qui dirige le célèbre programme Super 30 pour les aspirants à l'IIT à Patna.","https://m.media-amazon.com/images/M/MV5BMGU3YjkzNTYtNGI0Ni00MjU0LWI1NjUtOTU3YTVhZjZjMzBhXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Thriller,Denis Villeneuve,tt1000515
Badhaai ho,2018,2h 4m,7.9,39,Un homme est gêné dans sa communauté lorsqu'il apprend que sa mère est enceinte.,"https://m.media-amazon.com/images/M/MV5BNjk5NjcyZTItMzE4OC00OWY5LWJmMTUtNzZjNmMwODFkNjkxXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Drama,James Cameron,tt1000516
Jab We Met,2007,2h 18m,7.9,62,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,"https://m.media-amazon.com/images/M/MV5BYmEyMmYyOTgtM2I0My00M2QyLWJhYTYtNmNhOGYzMzQwMjVhXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Horror,Jordan Peele,tt1000517
Dev.D,2009,2h 24m,7.9,33,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?","https://m.media-amazon.com/images/M/MV5BZThhZjhiNGItOWM5ZS00ODM2LWI0OWItYWIzYzc1MWQyMzNlXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Comedy,Christopher Nolan,tt1000518
Baby,2015,2h 39m,7.9,62,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.","https://m.media-amazon.com/images/M/MV5BYjVlNzAzY2MtMzI2Ni00YWEwLTliZDYtMjZiNTEyMGUxNDQ2XkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Horror,Quentin Tarantino,tt1000519
Padman,2018,2h 20m,7.9,30,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.","https://m.media-amazon.com/images/M/MV5BOGE4MTIwODQtMWQzNC00NGU4LTgwMjUtNGZjZDgxZGFlMDU3XkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Comedy,Christopher Nolan,tt1000520
Airlift,2016,2h 10m,7.9,60,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.","https://m.media-amazon.com/images/M/MV5BM2VlYTZmNzItY2U2NC00OWViLTkzYmYtNDI3OWNlOTkwNTMyXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Adventure,Denis Villeneuve,tt1000521
Blade Runner 2049,2017,2h 44m,8.0,709,"Un jeune agent spécial fait une découverte qui l'amène à la recherche d'un ancien agent nommé Rick Deckard, porté disparu depuis 30 ans.","https://m.media-amazon.com/images/M/MV5BNGVjZjQ0NmEtMThkMC00NmIxLTlmYTctZTZkZDM5YWMwNGIxXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Romance,Denis Villeneuve,tt1000522
Dune: Première partie,2021,2h 35m,8.0,950,"Dans un futur lointain, la guerre fait rage entre familles de l'empire. Lorsque Leto Atréides est assassiné, son fils Paul s'allie aux mystérieux Fremen pour contrôler la production d'Epice et percer les secrets d'Arakis, la planète Dune.","https://m.media-amazon.com/images/M/MV5BMjAyMjBkN2QtMWZiOS00OWY1LTkzNjctNGRiYjg0ZTVlYjY0XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Horror,Quentin Tarantino,tt1000523
Princess Bride,1987,1h 38m,8.0,464,"Un grand-père lit, à son petit-fils malade, un conte intitulé Princess Bride. L'histoire d'un jeune valet de ferme affrontant de multiples dangers afin de retrouver la femme qu'il aime, qui est maintenant promise au prince du pays.","https://m.media-amazon.com/images/M/MV5BN2U0ODY4YzYtNjViMS00ZmI3LWEzYjUtNTNhMmNhMmZmMmMwXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Thriller,Steven Spielberg,tt1000524
Donnie Darko,2001,1h 53m,8.0,879,"Un adolescent en difficulté est victime des visions d'un homme en grand costume de lapin qui le manipule pour commettre une série de crimes, après avoir échappé de justesse à un étrange accident.","https://m.media-amazon.com/images/M/MV5BMWM4ZDczY2YtMjEzYS00NDJjLWJlZDgtNTYzMjI2NDdhMDNlXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg",Thriller,Patty Jenkins,tt1000525
Les Gardiens de la Galaxie,2014,2h 1m,8.0,13,Un groupe de criminels intergalactiques sont obligés de travailler ensemble pour empêcher un guerrier fanatique de prendre le contrôle de l'univers.,"https://m.media-amazon.com/images/M/MV5BNGY2ZGI5ZTMtZTNkZS00MjQzLWI1ODgtNTY0MGE5NWU1NTQyXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,Denis Villeneuve,tt1000526
La La Land,2016,2h 8m,8.0,714,"Tout en naviguant dans leurs carrières à Los Angeles, un pianiste et une actrice tombent amoureux tout en essayant de concilier leurs aspirations pour l'avenir.","https://m.media-amazon.com/images/M/MV5BM2JlYjE4YWYtMTA3MC00YTAwLTg3OGMtZjQxMjQzMGM3M2U0XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Adventure,Jordan Peele,tt1000527
Seul sur Mars,2015,2h 24m,8.0,964,"Un astronaute se retrouve coincé sur Mars après que son équipe l'ait présumé mort, et doit compter sur son ingéniosité pour trouver un moyen de signaler à la Terre qu'il est vivant.","https://m.media-amazon.com/images/M/MV5BYjI4ZjMzOTktZmRmMy00NTFhLTk1MTAtYjg0YTJjOWNjMWM0XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Horror,Patty Jenkins,tt1000528
Avengers,2012,2h 23m,8.0,15,Les plus grands héros de la Terre doivent s'unir et apprendre à se battre s'ils veulent empêcher Loki et son armée extraterrestre d'asservir l'humanité tout entière.,"https://m.media-amazon.com/images/M/MV5BMTRiY2U1OTktZWRlMy00MmZlLWE5OGMtODMxMzZjODVkNzZlXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Drama,Jordan Peele,tt1000529
Imitation Game,2014,1h 54m,8.0,850,"Pendant la Seconde Guerre mondiale, le génie mathématique anglais Alan Turing essaie de déchiffrer le code allemand Enigma avec l'aide d'autres mathématiciens.","https://m.media-amazon.com/images/M/MV5BNmEzY2M3YjktN2M4Zi00ZWMwLWE4MjAtMGI3NmFjMTZiODM5XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Comedy,Jordan Peele,tt1000530
Sin City,2005,2h 4m,8.0,806,"Ce film explore la ville sombre et misérable de Basin City et raconte l'histoire de trois personnages différents, tous gangrenés par une violente corruption.","https://m.media-amazon.com/images/M/MV5BZDVjNDM2MTgtYTM3Ny00M2IzLTg4NGMtMjhmYmM1NmNiNmFhXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Adventure,James Cameron,tt1000531
Lucky Baskhar,2024,2h 28m,8.0,30,A cash-strapped cashier working at a bank embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering.,"https://m.media-amazon.com/images/M/MV5BMjEzN2ZjYjUtZTI3NC00MzMyLWJiNDAtMDBiZGEzNTBiY2RkXkEyXkFqcGc@._V1_QL75_UX140_CR0,6,140,207_.jpg",Fantasy,James Cameron,tt1000532
Her,2013,2h 6m,8.0,699,"Dans un avenir proche, un écrivain solitaire développe une relation improbable avec un système d'exploitation conçu pour répondre à tous ses besoins.","https://m.media-amazon.com/images/M/MV5BZmUxYjMzNDgtNTc0NS00YTIyLTg0ZDctMDY0NGM5ZjA2MDMyXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Thriller,James Cameron,tt1000533
Black Swan,2010,1h 48m,8.0,855,"Une danseuse remporte le rôle principal dans une production du ""Lac des cygnes"" de Tchaïkovski, mais se démène pour préserver sa lucidité.","https://m.media-amazon.com/images/M/MV5BNWVmYzI5ZmEtNDk1ZS00NWExLTlkNDEtNjYxMzM2NDY1MzQ2XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Drama,Steven Spielberg,tt1000534
Zootopie,2016,1h 48m,8.0,576,"Dans une ville d'animaux, un policier lapin novice et un renard escroc cynique doivent travailler ensemble pour dévoiler un complot.","https://m.media-amazon.com/images/M/MV5BNTMzYTcxZTMtMGZlOS00N2UwLWI2NmItOWQ0Y2JmM2RmMjdkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Sci-Fi,Greta Gerwig,tt1000535
Casino Royale,2006,2h 24m,8.0,715,"Armé d'un permis de tuer, l'agent secret James Bond part pour sa première mission en tant que 007 et doit vaincre un banquier privé terroriste dans un jeu de poker au Casino Royale au Monténégro, mais les choses ne sont pas ce qu'elles semblent être.","https://m.media-amazon.com/images/M/MV5BMTM5MjI4NDExNF5BMl5BanBnXkFtZTcwMDM1MjMzMQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",Comedy,Martin Scorsese,tt1000536
Deadpool,2016,1h 48m,8.0,12,Un mercenaire bien bavard à l'humour noir est soumis à une expérience qui lui donne des pouvoirs de guérison accélérés et une soif de vengeance.,"https://m.media-amazon.com/images/M/MV5BMWI5NTA4MTEtNmVlYy00YjlhLTk1YzQtNDBjMTQxNjEwMzRmXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Romance,Christopher Nolan,tt1000537
Les Indestructibles,2004,1h 55m,8.0,850,Une famille de super-héros infiltrés essayant de vivre dans une banlieue tranquille est forcée d'agir pour sauver le monde.,"https://m.media-amazon.com/images/M/MV5BNzY1MTIzNzMtYTEzZC00MjBhLTlhNDctMmQxMWNhZjM2YjFkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Drama,Steven Spielberg,tt1000538
The Revenant,2015,2h 36m,8.0,908,Un pionnier faisant partie d'une expédition de commerce de fourrures dans les années 1820 se bat pour survivre après avoir été attaqué par un ours et laissé pour mort par sa propre équipe de chasse.,"https://m.media-amazon.com/images/M/MV5BYjE2NjMwM2QtZmM1NS00MmJjLTljZjEtNzU5NTNkN2RkMTg5XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Comedy,Patty Jenkins,tt1000539
Le Temps d'un week-end,1992,2h 36m,8.0,348,"Un étudiant en école privée qui veut se faire de l'argent, travaille comme baby-sitter pour un homme aveugle, mais le travail n'est pas du tout à ce qu'il attend.","https://m.media-amazon.com/images/M/MV5BNjQyMzkwNzktNjNlNy00MzA1LThkMmMtOWE2YmYzMTM0NmE0XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Horror,James Cameron,tt1000540
À la recherche du bonheur,2006,1h 57m,8.0,589,Un représentant de commerce en difficulté s'occupe de son fils alors qu'il s'apprête à entamer une carrière professionnelle qui va changer sa vie.,"https://m.media-amazon.com/images/M/MV5BOTVkNGUzMTUtMmExYS00YjhlLTkyMWMtMmI4MzA1MGQwN2Q1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Adventure,Denis Villeneuve,tt1000541
Kill Bill: Volume II,2004,2h 17m,8.0,835,"La mariée poursuit sa quête de vengeance contre son ancien chef et amant Bill, le videur solitaire Budd, et la traître et borgne Elle.","https://m.media-amazon.com/images/M/MV5BM2U5OGU4M2QtZWQzNy00YmU5LTljMTYtM2ZmMzJkNzRiYjYyXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Fantasy,Christopher Nolan,tt1000542
Perfect Blue,1997,1h 21m,8.0,107,"Mima, une chanteuse pop, met un terme à sa carrière afin de devenir actrice. Ses moindres faits et gestes commencent alors à être surveillés et des menaces lui sont adressées. Peu à peu réalité et fiction s'entremêlent.","https://m.media-amazon.com/images/M/MV5BNGZkNmZjOWEtZTY4OS00M2E2LWJlMmYtNTcyNjg3YzE1ODIxXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Drama,Denis Villeneuve,tt1000543
L'Armée des 12 singes,1995,2h 9m,8.0,662,"Dans un monde futuriste ravagé par la maladie, un détenu est renvoyé dans le temps pour recueillir des informations sur le virus fabriqué par l'homme qui a éradiqué la majeure partie de la population sur Terre.","https://m.media-amazon.com/images/M/MV5BOGZlMDliYjQtZGI3Ny00YzZjLWE4MjgtZjE3NWM5NzJiMTYyXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Drama,Denis Villeneuve,tt1000544
Magnolia,1999,3h 8m,8.0,337,"Une mosaïque épique de personnages étroitement liés, en quête d'amour, de pardon et de sens, dans la vallée de San Fernando.","https://m.media-amazon.com/images/M/MV5BOWY0Zjk1YTMtMGFlYi00OTFmLWEyOTAtNmRkYjE0ZDJiZWMwXkEyXkFqcGc@._V1_QL75_UX140_CR0,7,140,207_.jpg",Action,Denis Villeneuve,tt1000545
Do the Right Thing,1989,2h,8.0,118,La haine et l'intolérance se renforce et grandit jusqu'à ce que la violence éclate le jour le plus chaud de l'année dans une rue de Brooklyn.,"https://m.media-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_QL75_UY207_CR0,0,140,207_.jpg",Drama,James Cameron,tt1000546
CODA,2021,1h 51m,8.0,177,"Remake américain de La famille Bélier. Ruby est la seule personne entendante de sa famille. Lorsque l'entreprise de pêche familiale est menacée, Ruby se retrouve partagée entre son amour de la musique et sa peur d'abandonner ses parents.","https://m.media-amazon.com/images/M/MV5BNzIzOTNjOTQtM2QzOC00NjFlLTljZDUtZmI4Yjg1YTkyMTBiXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Thriller,Jordan Peele,tt1000547
La Belle et la Bête,1991,1h 24m,8.0,492,"Un prince égoïste est maudit de devenir un monstre pour le restant de ses jours, à moins d'apprendre à tomber amoureux d'une belle jeune femme qu'il garde prisonnier.","https://m.media-amazon.com/images/M/MV5BYWFjY2NlZmMtMzY1Mi00YTZkLWI5MzItMmRiODBmN2M3OTI1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Comedy,Quentin Tarantino,tt1000548
Rain Man,1988,2h 13m,8.0,563,"À la mort de son père, Charlie apprend que toute sa fortune a été léguée à un hôpital psychiatrique. Désireux de comprendre, il se rend sur place et découvre l'existence de son frère autiste qu'il kidnappe pour récupérer son héritage.","https://m.media-amazon.com/images/M/MV5BZDUzODNkNGUtNzJjNi00ODFlLTkzMzktMGNkOTIwYWM2YTQzXkEyXkFqcGc@._V1_QL75_UX140_CR0,6,140,207_.jpg",Fantasy,Denis Villeneuve,tt1000549
Danse avec les loups,1990,3h 1m,8.0,300,"Pendant la guerre de Sécession, le lieutenant John Dunbar, affecté à un poste éloigné dans l'Ouest du pays, se lie d'amitié avec les loups et les Indiens. Pour l'armée, ces liens sont inacceptables.","https://m.media-amazon.com/images/M/MV5BMDdmYWQ1OTktYTYwOC00ZjI3LWIyMzEtY2ZkZDE0ZmJkOWRlXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Fantasy,Steven Spielberg,tt1000550
Aladdin,1992,1h 30m,8.0,485,"Pour sauver sa vie, Aladdin doit ramener une lampe magique à Jafar. Passé pour mort, un génie le rend riche afin de conquérir le cœur de Jasmine. De retour à Agrabah, la princesse n'est nullement impressionnée et le vizir tente de le tuer.","https://m.media-amazon.com/images/M/MV5BODY4Mjg2MjctNTE2Zi00NmNiLWE5OGEtMDI0MDQwMTg0MDk1XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Action,Jordan Peele,tt1000551
Soul,2020,1h 40m,8.0,405,Un musicien qui a perdu sa passion pour la musique est transporté hors de son corps et doit retrouver son chemin avec l'aide d'une âme enfant qui apprend à se connaître.,"https://m.media-amazon.com/images/M/MV5BZTZkYjA5MDEtMjY1ZC00ODk5LThjOTUtZDYxODEzYWNjMTU2XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Action,Denis Villeneuve,tt1000552
Amours chiennes,2000,2h 34m,8.0,263,"Un horrible accident de voiture relie trois histoires, chacune impliquant des personnages faisant face à la perte, au regret et aux dures réalités de la vie, tout cela au nom de l'amour.","https://m.media-amazon.com/images/M/MV5BNTRjOWVkNmQtZTBlOC00OWRkLTk3YmEtMDA4Y2YxMjlkOGNjXkEyXkFqcGc@._V1_QL75_UY207_CR12,0,140,207_.jpg",Fantasy,Jordan Peele,tt1000553
Le lauréat,1967,1h 46m,8.0,296,Un diplômé d'université désenchanté se retrouve tiraillé entre son amante plus âgée et la fille de cette dernière.,"https://m.media-amazon.com/images/M/MV5BMTJkMTMzYTgtMmM2Mi00YzgwLThhYmUtZTBkOTBjODQzY2VjXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg",Comedy,James Cameron,tt1000554
Big Fish,2003,2h 5m,8.0,468,Un fils frustré tente de déterminer ce qui est vrai ou faux dans la vie de son père mourant.,"https://m.media-amazon.com/images/M/MV5BNTVlNjc4ZmItMDZjYy00YWZjLTg1OWEtOTNlZjJlN2FlMjEwXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Romance,Jordan Peele,tt1000555
Frankenstein junior,1974,1h 46m,8.0,175,"Un petit-fils américain du célèbre scientifique, luttant pour prouver que son grand-père n'était pas aussi fou qu'on le croit, est invité en Transylvanie, où il découvre le processus qui réanime un cadavre.","https://m.media-amazon.com/images/M/MV5BNWQwMWNmZGEtOGEzMy00NGE1LTg2ZGUtYWFiNjA4MWVlYWJkXkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg",Thriller,James Cameron,tt1000556
JFK,1991,3h 9m,8.0,176,Le procureur de La Nouvelle-Orléans Jim Garrison découvre que l'assassinat de Kennedy est bien plus compliqué que la version officielle.,"https://m.media-amazon.com/images/M/MV5BMDhhZTc0MWUtZmVjOS00YTNkLTk0YzgtNTNlNzY5ZWU4MTMyXkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg",Fantasy,Quentin Tarantino,tt1000557
Rosemary's Baby,1968,2h 17m,8.0,247,"Un jeune couple emménage dans un appartement et se retrouve vite entouré de voisins et d'événements bizarres. Lorsque la femme tombe mystérieusement enceinte, la paranoïa sur la sécurité de son enfant à naître commence à contrôler sa vie.","https://m.media-amazon.com/images/M/MV5BOGU0NTkyOWUtMmQ0NC00NTA4LTgyOTctZmYyNDQ3ZmQ3ZGE0XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Adventure,Jordan Peele,tt1000558
L'accusé,2016,1h 46m,8.0,202,"Alors que le temps file, avec l'aide d'un expert en préparation de témoins, un entrepreneur à succès accusé de meurtre dispose de moins de trois heures pour présenter une défense irréprochable.","https://m.media-amazon.com/images/M/MV5BNWVlZGQxOGYtMzJlNC00ZjUyLThlZTctY2EyN2U5ZjBiNjE4XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Drama,Christopher Nolan,tt1000559
Sling Blade,1996,2h 15m,8.0,102,"Karl Childers, un homme simple hospitalisé depuis son enfance pour le meurtre de sa mère et de son amant, est libéré pour commencer une nouvelle vie dans une petite ville.","https://m.media-amazon.com/images/M/MV5BNDM5MjhhMDgtMmVmYy00ODNlLWI1OGMtMzAzNmY5OGRmNjk0XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Drama,Christopher Nolan,tt1000560
Dogville,2003,2h 51m,8.0,163,"Une femme en fuite de la mafia est acceptée à contrecoeur dans une petite ville du Colorado. En échange, elle accepte de travailler pour eux. En fouillant la ville, elle découvre que leur soutien a un prix. Pourtant, son dangereux secret n'est jamais bien loin.","https://m.media-amazon.com/images/M/MV5BMTkwNTg2MTI1NF5BMl5BanBnXkFtZTcwMDM1MzUyMQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",Comedy,Quentin Tarantino,tt1000561
Slumdog Millionaire,2008,2h,8.0,894,"""Un adolescent à Mumbai songe à son édcuation dans les bidonvilles alors qu'il est accusé d'avoir triché à l'équivalent indien de """"Qui Veut Gagner Des Millions?""""""","https://m.media-amazon.com/images/M/MV5BMDIyN2IzMTMtMGJjYi00ZmEyLThjNjgtNTBjOTE4NGUwNWEwXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Drama,Denis Villeneuve,tt1000562
Akira,1988,2h 4m,8.0,215,Un projet militaire secret met en danger Néo-Tokyo lorsqu'il transforme le membre d'un gang de motards en un psychopathe psychique déchaîné qui ne peut être arrêté que par deux adolescents et un groupe de voyants.,"https://m.media-amazon.com/images/M/MV5BNzFkMGMzNWUtOTU2Ny00M2Y5LTgwYmYtMDJmNmYwMmE2NmZhXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,James Cameron,tt1000563
Un jour sans fin,1993,1h 41m,8.0,713,"Un présentateur météo se retrouve inexplicablement à revivre le même jour, encore et encore.","https://m.media-amazon.com/images/M/MV5BYjk0YzZhMWItOTdkZi00YWZmLWFmYjEtMjFjNDhmMmVmNmI2XkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg",Adventure,Jordan Peele,tt1000564
